row_number,Timestamp,Resource,User,Action,is_anomaly,decision_scores,why_anomoly_timestamp,why_anomoly_Resource,why_anomoly_User,why_anomoly_Action
39,2023-03-20 08:38:00,bucket/browseTitles,Anders Treadger,CREATE,True,-0.052334308941577645,0.7530340981363304,0.10949981510442572,-0.9202490543875066,-0.6328569533346804
40,2023-03-20 08:38:00,bucket/browseTitles,Haroun holmes,WRITE,True,-0.051642253184489784,0.8471847744052703,0.17141005031877865,0.4222828267787086,-0.6312841012252888
41,2023-03-20 08:38:00,bucket/accountMenu,Kristan Metzing,WRITE,True,-0.05742219899768608,0.7005332791912119,-1.5686408176628588,0.22380728170576253,-0.5160792607552
42,2023-03-20 08:38:00,bucket/accountMenu,Willie Netherwood,READ,True,-0.07533606578588459,0.6473839163983109,-1.5088904131455128,-0.8608101849922573,0.3745487276202404
43,2023-03-20 05:47:00,bucket/browseTitles,Aldon Ridsdell,DELETE,True,-0.023665685007419057,0.7676828158471201,0.09837196413587888,-1.2463404803956177,0.10337844738585213
44,2023-03-20 05:16:00,bucket/playback,Chrotoem Abels,WRITE,True,-0.026867167972453476,0.7725313261472913,0.40853056456757714,-0.061967723000769845,-0.5720167425955544
45,2023-03-20 05:16:00,bucket/browseTitles,Andy Kettleson,WRITE,True,-0.06390168580747912,0.7641233625087341,0.12335408457392252,-0.9464925500717752,-0.5724831489316343
46,2023-03-20 04:31:00,bucket/playback,Dredi Curd,WRITE,True,-0.026867167972453476,0.7915245866599505,0.4433596710536978,0.25619484727986463,-0.5292981800909418
47,2023-03-20 04:31:00,bucket/browseTitles,Tessy Athelstan,WRITE,True,-0.11293790518513369,0.8371378126077015,0.1499822532419975,-0.34736125818485114,-0.44792280275625174
48,2023-03-20 04:31:00,bucket/browseTitles,Tamas Vigneron,UPDATE,True,-0.07706857707942039,0.8363416155309444,0.19912191809341032,-0.3948743375147929,0.39238059588413143
49,2023-03-20 04:31:00,bucket/profilesGate,Gnni Chaperling,DELETE,True,-0.011601208234877203,0.8209114611404537,-0.2737845512488889,0.43516284380958553,0.0937511039650812
50,2023-03-19 17:10:00,bucket/playback,Margaux Lattin,UPDATE,False,0.0030082546922998166,0.8529714516292606,0.3848408318870322,0.38984127601553653,0.38715517927896753
51,2023-03-19 17:10:00,bucket/browseTitles,Anabella Tutchings,READ,True,-0.0202924908312464,0.8491080701292218,0.1550724832978709,-0.9554056227645952,0.4147947213942922
52,2023-03-19 17:10:00,bucket/browseTitles,Joeann Gotcliff,READ,True,-0.0032899265685658596,0.8769704365266487,0.1218782983541032,0.2569492084199314,0.3912405105042499
53,2023-03-19 17:10:00,bucket/playback,Peri Battram,DELETE,True,-0.03381354944182191,0.8255866866490847,0.26485642547203947,0.031415230657131796,0.0310333758818473
54,2023-03-19 17:10:00,bucket/playback,Eugenius Headon,UPDATE,False,0.034490140963539195,0.8650217631335534,0.4032441456159442,0.4998049061538016,0.29034329254253943
55,2023-03-19 17:10:00,bucket/browseTitles,Erwin Baise,DELETE,False,0.009357505187171267,0.8625394439655714,0.19523569914721653,0.4769070555656345,0.10150818348048637
56,2023-03-19 17:09:00,bucket/browseTitles,Leta Tartt,UPDATE,True,-0.014950626142033907,0.8476945417370659,0.17946881238549472,0.4024863045818093,0.34422093290764605
57,2023-03-19 17:09:00,bucket/profilesGate,Lilli Sarath,CREATE,True,-0.04808234308688952,0.8080937190896392,-0.30066722548849506,0.2540271528244203,-0.7044058232370789
58,2023-03-19 06:58:00,bucket/playback,Franz Roset,READ,False,0.031896851287622985,0.8949443100361244,0.4079638904671999,0.49145029612555396,0.4472653698146892
59,2023-03-19 06:58:00,bucket/search,Natalya Offner,UPDATE,True,-0.05101758847113935,0.8049801047238837,-1.0415835716418256,0.2636614808729374,0.34877386773075875
60,2023-03-19 06:58:00,bucket/search,Genevra Shipperbottom,CREATE,True,-0.06621296342273686,0.7717482632735347,-1.0833947361881577,0.42996596326317454,-0.600077039836098
61,2023-03-19 06:58:00,bucket/browseTitles,Francine Adolfsen,READ,False,0.009371755542853633,0.9164558302592488,0.1619510316097544,0.45406665599822227,0.391730447868746
62,2023-03-19 06:56:00,bucket/profilesGate,Cairistiona Tummond,DELETE,True,-0.023761193783015666,0.8466435233442754,-0.19741368381618585,-0.06586867341076211,0.1391378010287182
63,2023-03-19 06:56:00,bucket/browseTitles,Kelci Colliver,UPDATE,True,-0.012407465083524527,0.8500016712651383,0.15912401927603975,0.3812125170974066,0.3105613969741637
64,2023-03-18 16:22:00,bucket/profilesGate,Denys Endricci,CREATE,True,-0.03861243634229794,0.8055268054997403,-0.2692269120182904,0.2501772297231953,-0.628637297680979
65,2023-03-18 16:22:00,bucket/browseTitles,Findley Godleman,CREATE,True,-0.0251332683242379,0.8721692601876038,0.1781641690536357,0.5936585530432685,-0.540718592720746
66,2023-03-17 18:52:00,bucket/playback,Fidelio Guerry,WRITE,True,-0.024827731027730948,0.8088723454560423,0.4309374689821419,0.4334169042207841,-0.5599098734280413
67,2023-03-17 18:52:00,bucket/search,Krishnah Dabels,DELETE,True,-0.05212250625513204,0.7327298102864324,-0.9957118648470086,0.33135121742559537,0.10485532235906077
68,2023-03-17 18:33:00,bucket/playback,Diannne Samter,DELETE,False,0.023817293309615906,0.8905897310572211,0.365519318749226,0.262242528088399,0.07704445070845281
69,2023-03-17 18:33:00,bucket/search,Inge Hewins,DELETE,True,-0.04474661806210645,0.8314119877432895,-0.9976323571966598,0.4093029248280073,0.1417537922320986
70,2023-03-17 18:32:00,bucket/playback,Dermot Stainburn,READ,False,0.035129882713159755,0.9194469360832642,0.40255744318761,0.2230616591280129,0.43096067963509205
71,2023-03-17 18:32:00,bucket/search,Ajay Durward,WRITE,True,-0.09179473539237604,0.7099368032948715,-0.9505185099532233,-1.145203031815155,-0.5768523683774721
72,2023-03-17 18:29:00,bucket/playback,Constancy Darke,WRITE,True,-0.02804750582288107,0.8353721609712763,0.4069906541576489,-0.05123605054255163,-0.5645477522550858
73,2023-03-17 18:29:00,bucket/search,Cy Servante,UPDATE,True,-0.029233623061902247,0.8511232635794893,-0.9736095709956645,0.16120097822481036,0.31026609974749775
74,2023-03-17 18:29:00,bucket/playback,Lennard Giorgi,CREATE,True,-0.025593228890799624,0.8072181755287626,0.2990677883331812,0.2754516086438278,-0.7090994473605704
75,2023-03-17 18:29:00,bucket/search,Cordie Rosenberger,DELETE,True,-0.045592057805826314,0.8355901023248663,-0.9848215072061057,0.08623405132745918,0.0938035029236636
76,2023-03-17 18:22:00,bucket/playback,Noelyn Penquet,WRITE,True,-0.07192661284438984,0.8686741330300128,0.4870428461570903,0.23059705119404728,-0.4140364156980289
77,2023-03-17 18:22:00,bucket/search,Frank Greenhough,UPDATE,True,-0.024136070420651023,0.8407164881625409,-1.0256590116336741,0.44654557931152744,0.2848672288887881
78,2023-03-17 18:22:00,bucket/playback,Tan Connold,CREATE,True,-0.07652110797658895,0.8018069226869424,0.34862320382482925,-0.5062943222640277,-0.7088107612020724
79,2023-03-17 18:22:00,bucket/search,Star Casford,DELETE,True,-0.09006226650818705,0.8078252835674881,-0.9829743622612543,-0.3471873984285235,0.093216470411684
80,2023-03-17 18:08:00,bucket/playback,Travers Selwyne,READ,True,-0.05100638080954567,0.874344135088727,0.3321200964415251,-0.6862559044480153,0.46642316910039283
81,2023-03-17 18:08:00,bucket/search,Randie Jankin,READ,True,-0.0639272206414846,0.8594158285391506,-0.9794566467777761,-0.014983080007890061,0.4193695661575827
82,2023-03-17 18:08:00,bucket/postPlay,Henryetta Noice,WRITE,True,-0.04813662363226079,0.8376596094051492,-0.08572461816807637,0.40591877531583825,-0.4796851378147023
83,2023-03-17 18:08:00,bucket/postPlay,Fons Schrieves,CREATE,True,-0.019855302342508097,0.8458042484612961,-0.19613433547009698,0.5105625818905405,-0.595383189050169
84,2023-03-17 18:07:00,bucket/playback,Lissa Thynn,READ,False,0.00903922260233947,0.8950694965975382,0.37521788753310825,0.3490467940993995,0.45301826658148947
85,2023-03-17 18:07:00,bucket/search,Mattias Darrell,CREATE,True,-0.08518986338656931,0.788945300086009,-1.035364445358263,0.19721522745395695,-0.7011495444763156
86,2023-03-17 18:07:00,bucket/postPlay,Cirilo Camoletto,CREATE,True,-0.026148222799905807,0.8061120633309569,-0.1752297076290649,0.03845948794447035,-0.6327394386425756
87,2023-03-17 18:07:00,bucket/postPlay,Aeriela Clarke,UPDATE,True,-0.024142801603382225,0.7522296458642492,-0.12642772429211552,-1.4029835582658012,0.23999200343656593
88,2023-03-17 17:58:00,bucket/playback,Marjory Franz,DELETE,True,-0.016746739520755116,0.8604206091034823,0.299793944132305,0.22633351739472257,0.01968011311359578
89,2023-03-17 17:58:00,bucket/search,Rodolph Grewcock,WRITE,True,-0.10228160114990137,0.7935184507968362,-1.054197117284375,0.037168548165794894,-0.5405500453350189
90,2023-03-17 17:58:00,bucket/browseTitles,Justinn Ishchenko,DELETE,True,-0.002191012689687577,0.8691502934414401,0.18231771638666142,0.36073018250008515,0.1261928036029557
91,2023-03-17 17:58:00,bucket/search,Winne Cowland,UPDATE,True,-0.08043385657597568,0.7535675073951711,-0.9492169624817923,-0.9254736797084048,0.32435070098374297
92,2023-03-17 17:58:00,bucket/profilesGate,Gabriella Patry,WRITE,True,-0.04914264183627337,0.8415438847156029,-0.16672703182336204,0.4014280810816524,-0.5310090784033791
93,2023-03-17 17:58:00,bucket/browseTitles,Tann McCroary,CREATE,True,-0.0947304329598675,0.7627881130468068,0.010771450377153663,-0.6506860149423149,-0.8313792748482154
94,2023-03-17 17:58:00,bucket/search,Ebony Knappitt,CREATE,True,-0.05994645889038763,0.7969179521729814,-1.1027913902407607,0.31259335269383265,-0.6245846020556232
95,2023-03-17 17:58:00,bucket/browseTitles,Piggy Hugle,DELETE,True,-0.04761509267533515,0.8415527706988746,0.18346299950602124,-0.005401864464096503,0.10508058183136375
96,2023-03-17 17:58:00,bucket/playback,Lisle Floyd,UPDATE,False,0.011992826251351119,0.8612074376274228,0.38040791760906334,0.38836366273623735,0.3651075253612871
97,2023-03-17 17:58:00,bucket/search,Leroi Raeburn,DELETE,True,-0.05212250625513204,0.8016695039470999,-1.0337265673660767,0.31023143376396545,0.08657840793707283
98,2023-03-17 17:58:00,bucket/playback,Nicole Gages,DELETE,True,-0.030138500866548457,0.8635832260618279,0.30820282621422423,0.05846527369409295,0.00686887026277694
99,2023-03-17 17:58:00,bucket/search,Mariele Lucius,WRITE,True,-0.08973471194605365,0.7868241515939353,-1.0370345499524778,0.2940078843759809,-0.5640977456956816
100,2023-03-17 17:58:00,bucket/search,Sherwood Woolaston,UPDATE,True,-0.06408598032571922,0.8190270515466214,-1.050739125256436,-0.3740139551908758,0.2564072043227083
101,2023-03-17 17:58:00,bucket/browseTitles,Ag Gumby,READ,True,-0.027574405490114695,0.8280375639492425,0.1337726014603514,-1.4453718095992771,0.3804605734326104
102,2023-03-17 16:12:00,bucket/movieDetails,Basil Canon,READ,True,-4.426275209679087e-05,0.8554884815960412,0.343127829940638,-0.6474156136124356,0.4260388248227517
103,2023-03-17 16:12:00,bucket/search,Care Kearton,CREATE,True,-0.07381798770518433,0.7715772085400471,-0.9984116294812477,-0.12732042469347438,-0.6068988613872335
104,2023-03-17 16:12:00,bucket/search,Violetta Francois,CREATE,True,-0.12283875764880381,0.731412068188275,-0.847862675589349,-0.7956539837382933,-0.5913367214868547
105,2023-03-17 16:12:00,bucket/browseTitles,Adlai Tilmouth,WRITE,True,-0.0645295051325313,0.7702239679599328,0.08738344968467533,-1.3900590492186984,-0.5342192698653284
106,2023-03-17 16:12:00,bucket/movieDetails,Gwenore Smaridge,READ,False,0.014746549340610482,0.9248219512392526,0.3671305577801032,0.4919990877411516,0.4712781582198677
107,2023-03-17 16:12:00,bucket/playback,Kurt Marling,WRITE,True,-0.041522229515677966,0.8408864804375326,0.42812992368894337,0.32448752603410347,-0.5011266220886467
108,2023-03-17 15:52:00,bucket/movieDetails,Artemus Brewitt,DELETE,True,-0.014082096142655876,0.8034713529577749,0.31473997283991656,-0.7321393408941383,0.13100786422815283
109,2023-03-17 15:52:00,bucket/playback,Sergio Edmonson,UPDATE,True,-0.03023883837378616,0.8571899472755568,0.3324440355537799,-0.21019997604059817,0.33789086266967455
110,2023-03-17 15:52:00,bucket/search,Maia Kidwell,READ,True,-0.04773656124562664,0.8731734579974444,-0.9689117988581215,0.35200005030197234,0.44041980685657883
111,2023-03-17 15:52:00,bucket/movieDetails,Reinaldo Caines,READ,True,-0.034735233651021935,0.9149352875466219,0.37226657131013013,0.03165599305423767,0.44037535701424907
112,2023-03-17 15:52:00,bucket/browseTitles,Lincoln Casburn,WRITE,True,-0.06066390406151845,0.8906098614294762,0.1611687969881377,0.3203652797217408,-0.57992940771127
113,2023-03-17 15:52:00,bucket/search,Kelsy Danhel,UPDATE,True,-0.0350085027092224,0.8157221346585076,-0.9929940548624886,0.372639827057405,0.292260790130591
114,2023-03-17 15:51:00,bucket/accountMenu,Des Sutehall,CREATE,True,-0.025355391335800115,0.762221018817521,-1.4418488197670847,0.21948998895520447,-0.453354621725326
115,2023-03-17 15:51:00,bucket/accountMenu,Darnall Comfort,CREATE,True,-0.02712215293569742,0.7545413219908423,-1.4488035222867033,0.16453577493133598,-0.45620253271105154
116,2023-03-17 15:31:00,bucket/accountMenu,Bernardo Bigland,CREATE,True,-0.03852586720229434,0.7514145877798638,-1.3440132230667776,-0.1873335017545826,-0.40441413449680674
117,2023-03-17 15:30:00,bucket/browseTitles,Cymbre Steeden,READ,False,0.0075979259440835945,0.9392626530056474,0.16650862307701425,0.13911208009973772,0.4202526591965794
118,2023-03-17 15:30:00,bucket/browseTitles,Leandra Demer,DELETE,True,-0.010013869355039118,0.8553375020880322,0.20368103161090026,0.3859668681486691,0.13536039905065989
119,2023-03-17 15:30:00,bucket/search,Shermy Gatchell,DELETE,True,-0.08484930746262731,0.7977320541460258,-0.9674956942917464,-0.344440413912616,0.09252457953500139
120,2023-03-17 15:30:00,bucket/movieDetails,Bryn Pratley,UPDATE,False,0.011198277089164654,0.8676285717578389,0.36787929177037026,-0.18774133584645825,0.32324574866477485
121,2023-03-17 15:30:00,bucket/search,Eran Summerill,UPDATE,True,-0.022378470369504688,0.8478289482223951,-1.0605160711691752,0.38383460114763657,0.2906010358006412
122,2023-03-17 15:30:00,bucket/playback,Arlena Ridwood,CREATE,True,-0.02217934543387512,0.7533705346160519,0.3017710471269745,-0.8031817578589668,-0.6487526315702767
123,2023-03-17 15:30:00,bucket/movieDetails,Rozelle Neubigin,DELETE,True,-0.05872360180081526,0.8765694274900774,0.30616182102863704,-0.03930120613055105,0.0893274435079212
124,2023-03-17 15:29:00,bucket/playback,Jacenta Linner,CREATE,True,-0.012896168982487466,0.847813730405331,0.3436986885385375,0.48384249209047986,-0.6312518691873475
125,2023-03-17 15:29:00,bucket/movieDetails,Mariann Wilshin,CREATE,True,-0.048908715060999586,0.8631173476180297,0.34145710019463876,0.2509316709788785,-0.6460831719550083
126,2023-03-17 15:29:00,bucket/search,Jedidiah Malins,CREATE,True,-0.07233591917672189,0.7849527660285208,-1.0659227148314276,0.3019961248871501,-0.6360759170077093
127,2023-03-17 15:29:00,bucket/movieDetails,Rory Wank,WRITE,True,-0.08819601693682955,0.8388511376778018,0.26002061612340505,0.012547481167943512,-0.5224379645714506
128,2023-03-17 15:29:00,bucket/browseTitles,Modesty Zink,READ,True,-0.03156504920829584,0.9275546804115918,0.1779549043679066,0.2982094404005346,0.44987451241585197
129,2023-03-17 15:29:00,bucket/search,Newton Berni,WRITE,True,-0.10028424413094161,0.7879685729546274,-1.0170168153426942,0.15698479550765848,-0.5475816105643485
130,2023-03-17 15:28:00,bucket/accountMenu,Sybila Troker,READ,True,-0.06960961336110938,0.7347709399595895,-1.5552925699802993,-0.33463955410522594,0.3160464454117253
131,2023-03-17 15:28:00,bucket/accountMenu,Jewel Betteney,UPDATE,True,-0.0075926731238150635,0.731958784479627,-1.6773650463160894,0.20076534692125403,0.19910568316389393
132,2023-03-16 17:28:00,bucket/browseTitles,Hobie Skace,WRITE,True,-0.05407060352572568,0.9120539732485554,0.1631852201109,0.4367892157191675,-0.544969196528011
133,2023-03-16 17:28:00,bucket/profilesGate,Loree Fishpond,CREATE,True,-0.05065984932998624,0.8214992837479252,-0.30154942481695185,0.2708690475580866,-0.7054178251400391
134,2023-03-15 16:26:00,bucket/movieDetails,Gauthier Elsip,UPDATE,False,0.009899190951497827,0.8568976343079496,0.358098508679459,0.4730663055586206,0.29882765872501904
135,2023-03-15 16:26:00,bucket/search,Gisella Watters,READ,True,-0.033093938083471164,0.8521550119075669,-1.0161457969031382,0.4643432594555856,0.4715368984190392
136,2023-03-15 16:26:00,bucket/movieDetails,Flora Delgardillo,CREATE,True,-0.01810891935526271,0.8459345133284563,0.30444822581008507,0.5492958578844916,-0.5471990468096294
137,2023-03-15 16:26:00,bucket/search,Dorthea Wealleans,READ,True,-0.0231355443823843,0.871420474529187,-1.0096188660717056,0.2636558826350507,0.43158380258000545
138,2023-03-15 16:25:00,bucket/movieDetails,Arlyn Boole,UPDATE,True,-0.0027813256347817283,0.7630445359246163,0.3500081645780087,-0.8171615721999745,0.30905140924958485
139,2023-03-15 16:25:00,bucket/search,Jameson Sayce,UPDATE,True,-0.033813919624566036,0.7888580871639994,-1.0670553671240175,0.3053564071203739,0.24393563223473175
140,2023-03-15 16:11:00,bucket/movieDetails,Collin Ciepluch,CREATE,True,-0.022791421516049848,0.7990782863785257,0.2567303645641706,0.03739368051695635,-0.6168678140230777
141,2023-03-15 16:11:00,bucket/search,Francoise Mustill,DELETE,True,-0.03548522847886704,0.8128584894670045,-1.0346946537400794,0.44848637311306877,0.09897570971465419
142,2023-03-15 16:06:00,bucket/movieDetails,Peterus Lettson,READ,True,-0.03413791597290927,0.8634368870542835,0.3206864271159936,0.10357097817024292,0.450570956510544
143,2023-03-15 16:06:00,bucket/search,Yuri Crossfield,WRITE,True,-0.12180723580828079,0.6803803865268414,-0.9297553042469031,-1.0899743415275998,-0.5350777484077127
144,2023-03-15 16:01:00,bucket/movieDetails,Kirbee Wrenn,UPDATE,True,-0.0038818431437348533,0.8241762919076578,0.29704093698218803,0.349211642911205,0.3489840328973731
145,2023-03-15 16:01:00,bucket/search,Rici Rein,READ,True,-0.0658126880110681,0.8289244903658157,-0.9979507631934668,0.03646118789548614,0.45017913041578816
146,2023-03-15 16:01:00,bucket/browseTitles,Anestassia Vauls,CREATE,True,-0.051718974351008806,0.7284791383312864,0.10576801014137238,-0.9043709173274397,-0.6438289321768499
147,2023-03-15 16:01:00,bucket/search,Virgil Markussen,CREATE,True,-0.12283875764880381,0.6878381712481784,-0.8505263690327447,-0.7952354713093157,-0.6044341490543205
148,2023-03-15 16:01:00,bucket/browseTitles,Marlin Yegorev,CREATE,True,-0.04241857759209822,0.8208966664964082,0.1356853532426974,0.24547530765549158,-0.7415790230597428
149,2023-03-15 16:01:00,bucket/search,Clemmie Harbertson,CREATE,True,-0.0719079594123696,0.747664938039802,-1.033877527068788,0.06812738572606479,-0.6604192133159601
150,2023-03-15 16:00:00,bucket/search,Happy Jaskowicz,CREATE,True,-0.06600701935975495,0.7544930493087457,-1.1085679904962318,0.43818434896729574,-0.6193883149824347
151,2023-03-15 16:00:00,bucket/browseTitles,Quentin Plaschke,DELETE,True,-0.04883797689303737,0.8513666146127336,0.1887177807640648,0.018848001975562488,0.1088078331254423
152,2023-03-15 16:00:00,bucket/profilesGate,Paulie Dunnet,CREATE,True,-0.07064628093947467,0.800441879687996,-0.308086503576038,0.054725212293443085,-0.6767253991787449
153,2023-03-15 16:00:00,bucket/browseTitles,Wilma Burdytt,DELETE,True,-0.0807701552791904,0.7558101313474259,0.07665514347525157,-1.2081170052399106,0.022065814877068542
154,2023-03-14 10:42:00,bucket/browseTitles,Cobbie Imorts,CREATE,True,-0.03126577047080248,0.756174656281331,0.1994276693971331,0.17139749464825363,-0.5274646814925013
155,2023-03-14 10:40:00,bucket/playback,Murry Entreis,READ,True,-0.0073162937504615,0.8264030997267947,0.3997767109380507,0.2480556567692222,0.4557187995416004
156,2023-03-14 10:00:00,bucket/playback,George Wildber,DELETE,False,0.02035250791099752,0.8255341384506398,0.4115743931280533,0.532709238674276,0.11358463362290275
157,2023-03-14 09:59:00,bucket/browseTitles,Bethany Corona,WRITE,True,-0.05626835457192292,0.7374954228244981,0.11129676972023214,-0.44532218317612937,-0.6671545608393061
158,2023-03-14 09:59:00,bucket/browseTitles,Carolann Yves,READ,True,-0.0004633973703561667,0.8317604445453178,0.15340998106772363,-0.18431016062775776,0.4091971590553235
159,2023-03-14 08:57:00,bucket/playback,Benson Hook,WRITE,True,-0.038392495582534436,0.709163074199254,0.38019772908336585,-0.5024263492549189,-0.5852382583818354
160,2023-03-14 08:57:00,bucket/browseTitles,Dunstan Fyrth,DELETE,False,0.011711235258252461,0.8328735950777099,0.18031634044738368,0.3188023080499905,0.12307082260092947
